user_id,total_spending_idr,avg_txn_idr,median_txn_idr,max_txn_idr,txn_count,std_amount_idr,weekend_ratio,night_ratio,month_start_ratio,month_end_ratio,above_avg_ratio,spike_ratio,unique_categories,unique_merchants,active_months,fraud_ratio,avg_dist_merchant,spending_cov,impulse_score,cat_belanja_online,cat_elektronik,cat_fashion_&_pakai,cat_hiburan,cat_investasi_&_asu,cat_kecantikan_&_pe,cat_kesehatan,cat_kesehatan_&_kec,cat_makanan_&_minum,cat_olahraga_&_gym,cat_pendidikan,cat_properti_&_reno,cat_pulsa_&_data,cat_restoran_&_kafe,cat_sembako_&_kebut,cat_transportasi,cat_travel_&_hotel,dominant_payment,gender,age,cluster,spending_persona,persona_encoded
BUDU00140,540481800,3070919.3181818184,2070900.0,27291100,176,3512928.1558871474,0.375,0.19318181818181818,0.1590909090909091,0.1875,0.8409090909090909,0.10795454545454546,10,73,12,0.011363636363636364,0.1487431818181818,1.1439337188340808,0.3736,26605000,67917500,37337800,19640900,68417900,14447600,0,0,0,20694000,0,27518500,0,125375300,0,0,132527300,Kartu Kredit,P,30.0,1,Impulsive Spender,1
BUDU00141,9840600,140580.0,105400.0,945000,70,140682.55930552882,0.32857142857142857,0.2,0.05714285714285714,0.2,0.014285714285714285,0.1,9,42,12,0.0,0.36233714285714286,1.0007295440711965,0.1929,926200,0,122200,1871400,0,0,0,261700,3371700,0,709400,0,629000,0,1075200,873800,0,Gopay,P,36.0,2,Emotional Spender,0
BUDU00142,1395300,60665.217391304344,50800.0,175600,23,43913.0298399384,0.34782608695652173,0.21739130434782608,0.17391304347826086,0.2608695652173913,0.0,0.043478260869565216,8,18,9,0.043478260869565216,0.06813043478260869,0.723858443573843,0.1935,0,0,84500,101000,0,0,207300,0,557700,0,109100,0,50800,0,177600,107300,0,Gopay,L,24.0,0,Rational Spender,2
BUDU00143,58349300,757783.1168831169,509300.0,3150000,77,718527.7928189801,0.2857142857142857,0.2077922077922078,0.15584415584415584,0.2597402597402597,0.2857142857142857,0.09090909090909091,10,47,12,0.0,0.2612701298701299,0.9481971514150378,0.2331,8384500,15882400,5302200,7374800,0,4072800,0,0,7463400,1875500,0,0,0,964400,0,1328400,5700900,Kartu Debit,L,31.0,2,Emotional Spender,0
BUDU00144,228000,17538.46153846154,13000.0,83600,13,21457.96427364979,0.0,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078,5,9,6,0.0,0.16495384615384617,1.2234804191116109,0.0808,0,0,0,0,0,0,13500,0,15200,0,0,0,19800,0,137200,42300,0,Tunai,P,18.0,0,Rational Spender,2
BUDU00145,6504400,158643.9024390244,156600.0,423900,41,103748.9133648649,0.4146341463414634,0.14634146341463414,0.0975609756097561,0.21951219512195122,0.0,0.07317073170731707,9,30,11,0.0,0.32783902439024387,0.6539735329868183,0.2,952200,0,406600,349900,0,0,0,1141200,2075200,0,127200,0,391800,0,297100,763200,0,Ovo,P,34.0,2,Emotional Spender,0
BUDU00146,34555500,691110.0,542000.0,2805600,50,571913.7608922862,0.46,0.1,0.14,0.2,0.3,0.1,10,36,12,0.04,0.307488,0.8275292802770705,0.266,5581600,5055500,1857200,3861600,0,2539700,0,0,4913400,867800,0,0,0,3982600,0,810100,5086000,Kartu Debit,L,31.0,2,Emotional Spender,0
BUDU00147,9530800,173287.27272727274,141300.0,736900,55,131958.3506887621,0.3090909090909091,0.14545454545454545,0.18181818181818182,0.2545454545454545,0.0,0.09090909090909091,9,41,12,0.01818181818181818,0.3286363636363636,0.7615005338357655,0.1655,3457100,0,224600,1243500,0,0,0,515600,1232700,0,740900,0,345400,0,863000,908000,0,Gopay,P,36.0,2,Emotional Spender,0
BUDU00148,7430900,148618.0,106600.0,410000,50,108567.83582401468,0.38,0.18,0.24,0.3,0.0,0.1,8,29,12,0.0,0.27098,0.730516060127405,0.202,1074400,0,1869800,535500,0,0,0,866200,1936400,0,0,0,79300,0,502200,567100,0,Kartu Debit,P,43.0,2,Emotional Spender,0
BUDU00149,199033600,3015660.606060606,2159250.0,15109800,66,2952112.30607086,0.4090909090909091,0.19696969696969696,0.09090909090909091,0.22727272727272727,0.8484848484848485,0.10606060606060606,10,43,12,0.0,0.20848636363636364,0.978927237414571,0.3879,4262200,27154500,9827500,11047800,24524300,10313300,0,0,0,10312500,0,6278700,0,34015600,0,0,61297200,Kartu Kredit,P,26.0,1,Impulsive Spender,1
BUDU00150,48574300,758973.4375,528200.0,2988800,64,660807.1904375948,0.40625,0.15625,0.1875,0.21875,0.375,0.125,9,38,12,0.03125,0.2371171875,0.8706591796074481,0.2828,3213500,11129300,8412100,3069700,0,3036400,0,0,9636700,0,0,0,0,6557300,0,148800,3370500,Kartu Kredit,L,29.0,2,Emotional Spender,0
BUDU00151,68200200,668629.4117647059,483250.0,3750000,102,640842.7921689516,0.30392156862745096,0.16666666666666666,0.16666666666666666,0.24509803921568626,0.30392156862745096,0.08823529411764706,10,52,12,0.0,0.05518921568627451,0.9584424210080478,0.2304,12699200,9940500,7676900,5278300,0,4208700,0,0,12796000,5759800,0,0,0,3256100,0,2484700,4100000,Kartu Kredit,L,39.0,2,Emotional Spender,0
BUDU00152,301100,25091.666666666668,24750.0,56900,12,17847.05009153325,0.3333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,5,11,8,0.0,0.29281666666666667,0.711273998998336,0.1667,0,0,0,0,0,0,31200,0,55800,0,0,0,49500,0,122900,41700,0,Tunai,P,33.0,0,Rational Spender,2
BUDU00153,1418000,67523.80952380953,52000.0,174100,21,46626.482869308355,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.0,0.047619047619047616,6,17,10,0.047619047619047616,0.24537619047619047,0.6905191398134524,0.2071,0,0,214300,0,0,0,208500,0,412700,0,0,0,167300,0,61700,353500,0,Gopay,L,39.0,0,Rational Spender,2
BUDU00154,1593700,54955.1724137931,44500.0,191100,29,46895.123004171284,0.3448275862068966,0.1724137931034483,0.13793103448275862,0.2413793103448276,0.0,0.10344827586206896,5,22,11,0.0,0.0673103448275862,0.8533341074988814,0.1879,0,0,219800,0,0,0,0,0,657800,0,0,0,42600,0,349900,323600,0,Gopay,P,21.0,0,Rational Spender,2
BUDU00155,1997100,48709.756097560974,35500.0,171700,41,40679.059753625384,0.21951219512195122,0.2682926829268293,0.14634146341463414,0.17073170731707318,0.0,0.07317073170731707,8,30,11,0.0,0.2267829268292683,0.8351316658648245,0.1683,0,0,54900,99800,0,0,317200,0,713500,0,34800,0,169600,0,283800,323500,0,Gopay,L,24.0,0,Rational Spender,2
BUDU00156,5888400,147210.0,112700.0,438400,40,105518.10587129902,0.45,0.225,0.1,0.225,0.0,0.1,8,30,11,0.025,0.2251625,0.7167862636458054,0.24,1657300,0,320300,431500,0,0,0,285600,1308800,0,511100,0,0,0,724400,649400,0,Gopay,P,20.0,2,Emotional Spender,0
BUDU00157,48800100,554546.5909090909,378550.0,2353000,88,448446.2222397665,0.3068181818181818,0.10227272727272728,0.18181818181818182,0.22727272727272727,0.23863636363636365,0.07954545454545454,10,47,12,0.03409090909090909,0.31639545454545454,0.8086718583998691,0.1977,2266000,5684300,9797000,4843500,0,3372900,0,0,13372300,2320900,0,0,0,1964200,0,1892100,3286900,Kartu Kredit,P,44.0,2,Emotional Spender,0
BUDU00158,449327700,2975680.132450331,1911000.0,18710400,151,2961986.3607162866,0.423841059602649,0.19205298013245034,0.17218543046357615,0.2185430463576159,0.8278145695364238,0.07947019867549669,10,61,12,0.006622516556291391,0.07735827814569537,0.9953981035848876,0.3834,13642300,53744200,30811200,19926600,25086200,31198300,0,0,0,18744400,0,47418700,0,109700200,0,0,99055600,Kartu Kredit,L,56.0,1,Impulsive Spender,1
BUDU00159,232617500,2643380.6818181816,1751150.0,25629500,88,3303630.475490265,0.3181818181818182,0.23863636363636365,0.1590909090909091,0.17045454545454544,0.7613636363636364,0.07954545454545454,10,53,12,0.022727272727272728,0.1238125,1.249774766916261,0.3472,10028100,23000700,7767500,6650300,44340300,14801000,0,0,0,10040500,0,19586100,0,44152600,0,0,52250400,Kartu Kredit,L,47.0,1,Impulsive Spender,1
BUDU00160,555800,27790.0,20550.0,110000,20,25255.45068838971,0.05,0.1,0.2,0.3,0.0,0.1,5,15,11,0.0,0.25238499999999997,0.9087963543860996,0.0625,0,0,0,0,0,0,0,0,248900,0,26800,0,36800,0,157100,86200,0,Tunai,P,28.0,0,Rational Spender,2
BUDU00161,42908600,621863.768115942,483100.0,2838200,69,586820.7517610103,0.3188405797101449,0.2318840579710145,0.2318840579710145,0.15942028985507245,0.21739130434782608,0.10144927536231885,9,38,12,0.0,0.24647826086956523,0.9436484031525081,0.2399,7194800,3481200,4864300,5513500,0,4341500,0,0,10998400,1116300,0,0,0,3333100,0,2065500,0,Kartu Debit,P,25.0,2,Emotional Spender,0
BUDU00162,1887200,57187.878787878784,42500.0,221200,33,52324.31770682585,0.30303030303030304,0.09090909090909091,0.18181818181818182,0.12121212121212122,0.0,0.12121212121212122,7,24,11,0.0,0.2569060606060606,0.9149546864801045,0.1515,0,0,17600,35100,0,0,287900,0,863300,0,0,0,181700,0,248900,252700,0,Gopay,P,49.0,0,Rational Spender,2
BUDU00163,46732300,549791.7647058824,397600.0,2895200,85,500216.06003514805,0.36470588235294116,0.15294117647058825,0.12941176470588237,0.2235294117647059,0.21176470588235294,0.12941176470588237,10,51,12,0.0,0.19828470588235292,0.9098282152384449,0.2353,6193800,1947500,11765700,2743200,0,4741000,0,0,8071100,2672600,0,0,0,5249500,0,2591400,756500,Kartu Kredit,L,46.0,2,Emotional Spender,0
BUDU00164,59905600,758298.7341772151,499000.0,3900000,79,770203.1021672926,0.24050632911392406,0.24050632911392406,0.0759493670886076,0.26582278481012656,0.31645569620253167,0.0759493670886076,10,50,12,0.012658227848101266,0.3137367088607595,1.0156987839403349,0.231,8307800,8929300,4533600,2516700,0,3137300,0,0,9020500,1983600,0,0,0,12838700,0,1724900,6913200,Kartu Debit,P,46.0,2,Emotional Spender,0
BUDU00165,34405000,649150.9433962264,450000.0,2901400,53,594358.6014878178,0.4339622641509434,0.09433962264150944,0.1320754716981132,0.18867924528301888,0.24528301886792453,0.1320754716981132,10,39,12,0.03773584905660377,0.15804905660377358,0.9155938345837624,0.2491,4838600,4202500,1889800,2873100,0,3988800,0,0,4521800,1640500,0,0,0,5413500,0,1668000,3368400,Kartu Kredit,L,22.0,2,Emotional Spender,0
BUDU00166,11372300,177692.1875,154900.0,726800,64,123877.4013810294,0.421875,0.21875,0.1875,0.25,0.0,0.078125,8,39,12,0.0,0.187053125,0.6971460204519649,0.225,1429600,0,1374200,790100,0,0,0,975300,4746700,0,0,0,257300,0,1152800,646300,0,Gopay,P,23.0,2,Emotional Spender,0
BUDU00167,6289900,146276.7441860465,126400.0,470900,43,95252.81857399363,0.37209302325581395,0.3023255813953488,0.18604651162790697,0.20930232558139536,0.0,0.09302325581395349,7,30,12,0.0,0.3673046511627907,0.651182244341202,0.2349,1779000,0,521400,1137600,0,0,0,479500,726800,0,0,0,0,0,716200,929400,0,Gopay,P,41.0,2,Emotional Spender,0
BUDU00168,44035700,746367.7966101695,444400.0,3900000,59,852721.6404044328,0.3559322033898305,0.2033898305084746,0.23728813559322035,0.15254237288135594,0.288135593220339,0.15254237288135594,10,44,12,0.0,0.22280508474576272,1.142495220556538,0.2661,8434500,5480700,5799900,2957000,0,712400,0,0,4445500,612800,0,0,0,7124300,0,3028100,5440500,Kartu Debit,P,28.0,2,Emotional Spender,0
BUDU00169,5490200,177103.2258064516,117600.0,875000,31,182507.93495785503,0.12903225806451613,0.1935483870967742,0.22580645161290322,0.22580645161290322,0.03225806451612903,0.0967741935483871,9,25,10,0.0,0.25801290322580644,1.0305172823746869,0.1242,2351300,0,366000,316800,0,0,0,462300,912900,0,434000,0,68400,0,441600,136900,0,Kartu Debit,L,34.0,0,Rational Spender,2
BUDU00170,312100,17338.88888888889,15200.0,41900,18,12135.710012864507,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.0,0.1111111111111111,4,13,8,0.05555555555555555,0.29963888888888884,0.6999127851059311,0.1944,0,0,0,0,0,0,6800,0,0,0,0,0,102700,0,81300,121300,0,Tunai,L,27.0,0,Rational Spender,2
BUDU00171,58064900,659828.4090909091,416700.0,3900000,88,720303.1558379317,0.42045454545454547,0.125,0.14772727272727273,0.2159090909090909,0.23863636363636365,0.13636363636363635,10,47,12,0.011363636363636364,0.28758295454545457,1.091652232480173,0.2528,6208800,16815600,3186700,3864300,0,3983500,0,0,9294500,423100,0,0,0,8601200,0,2485700,3201500,Kartu Kredit,L,34.0,2,Emotional Spender,0
BUDU00172,1040100,57783.333333333336,38000.0,208200,18,49574.58136633186,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.05555555555555555,7,18,12,0.0,0.18379444444444445,0.8579391064262797,0.2306,0,0,334400,0,0,0,96300,0,155800,0,75900,0,183600,0,95000,99100,0,Tunai,L,32.0,2,Emotional Spender,0
BUDU00173,50789400,651146.1538461539,474600.0,3300000,78,609630.8315933265,0.3717948717948718,0.16666666666666666,0.21794871794871795,0.28205128205128205,0.2564102564102564,0.08974358974358974,10,42,12,0.01282051282051282,0.13262820512820514,0.9362426975762554,0.2449,7128600,5580300,4985000,6987800,0,6529400,0,0,8148500,1742200,0,0,0,6661300,0,1341300,1685000,Kartu Kredit,P,40.0,2,Emotional Spender,0
BUDU00174,6560900,168228.20512820513,126000.0,504200,39,131832.54719273705,0.3333333333333333,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,0.07692307692307693,8,27,12,0.0,0.12955641025641024,0.783653056824025,0.1974,1001900,0,343100,470100,0,0,0,302300,3063500,0,0,0,505500,0,468700,405800,0,Gopay,L,43.0,2,Emotional Spender,0
BUDU00175,7809200,139450.0,104150.0,674000,56,112035.37103806263,0.44642857142857145,0.125,0.17857142857142858,0.16071428571428573,0.0,0.05357142857142857,9,33,12,0.0,0.23188928571428571,0.8034088995199902,0.2018,1838400,0,1242000,487000,0,0,0,564700,2431000,0,132700,0,58200,0,1004600,50600,0,Gopay,L,32.0,2,Emotional Spender,0
BUDU00176,5975100,161489.1891891892,108200.0,630000,37,129334.03518663469,0.24324324324324326,0.16216216216216217,0.1891891891891892,0.24324324324324326,0.0,0.13513513513513514,8,29,12,0.0,0.2704648648648649,0.8008835503850117,0.1541,265900,0,685200,945000,0,0,0,820600,1887700,0,0,0,308900,0,750200,311600,0,Gopay,L,41.0,2,Emotional Spender,0
BUDU00177,1947400,57276.470588235294,55650.0,152600,34,34399.57768260438,0.3235294117647059,0.11764705882352941,0.20588235294117646,0.08823529411764706,0.0,0.058823529411764705,7,24,12,0.0,0.28847941176470593,0.6005882927023461,0.1574,0,0,191300,48800,0,0,0,0,969700,0,32200,0,54000,0,265800,385600,0,Gopay,L,47.0,0,Rational Spender,2
BUDU00178,42378000,596873.2394366197,450100.0,3750000,71,561250.6870394131,0.39436619718309857,0.1267605633802817,0.16901408450704225,0.15492957746478872,0.2676056338028169,0.08450704225352113,9,38,12,0.014084507042253521,0.2285943661971831,0.9403180607814983,0.2423,9951600,3325400,4341900,4347900,0,0,0,0,9329500,941000,0,0,0,8203200,0,72900,1864600,Gopay,L,45.0,2,Emotional Spender,0
BUDU00179,11745600,170226.08695652173,131100.0,935100,69,146638.4957202916,0.37681159420289856,0.18840579710144928,0.2028985507246377,0.2318840579710145,0.014492753623188406,0.07246376811594203,9,42,12,0.0,0.2788260869565217,0.8614337458026938,0.2022,2418500,0,2036500,706800,0,0,0,676600,4365000,0,76800,0,103200,0,294400,1067800,0,Gopay,L,35.0,2,Emotional Spender,0
BUDU00180,34418700,614619.6428571428,437450.0,2995400,56,537834.807494455,0.48214285714285715,0.19642857142857142,0.19642857142857142,0.23214285714285715,0.25,0.10714285714285714,9,39,12,0.0,0.2918232142857143,0.8750693436907693,0.2937,6897500,2914900,6005500,5283600,0,604400,0,0,8400700,0,0,0,0,1732500,0,1159700,1419900,Kartu Debit,P,36.0,2,Emotional Spender,0
BUDU00181,358911300,3589113.0,2526400.0,26250000,100,4050715.8602069737,0.49,0.22,0.17,0.25,0.89,0.15,10,51,12,0.02,0.302735,1.12861196072873,0.438,15863800,57342100,32657600,14773900,31937900,13496000,0,0,0,22950600,0,10944300,0,92665900,0,0,66279200,Kartu Kredit,L,30.0,1,Impulsive Spender,1
BUDU00182,38878000,719962.9629629629,438250.0,3577200,54,784726.3929612174,0.3333333333333333,0.16666666666666666,0.14814814814814814,0.2037037037037037,0.25925925925925924,0.12962962962962962,10,37,12,0.018518518518518517,0.2511037037037037,1.089953835585826,0.238,7283900,4060400,3941400,1338100,0,7767900,0,0,2920800,262300,0,0,0,7481400,0,1310700,2511100,Kartu Kredit,P,30.0,2,Emotional Spender,0
BUDU00183,73509000,713679.6116504854,577100.0,2637500,103,563171.92971896,0.3786407766990291,0.20388349514563106,0.14563106796116504,0.2621359223300971,0.30097087378640774,0.0970873786407767,10,53,12,0.019417475728155338,0.19300679611650484,0.7891102961685355,0.2684,7232800,10930000,13974600,3760800,0,2843600,0,0,11855900,3597000,0,0,0,8851700,0,1967800,8494800,Kartu Debit,L,29.0,2,Emotional Spender,0
BUDU00184,450100,20459.090909090908,15400.0,94400,22,20412.75649454595,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.36363636363636365,0.0,0.13636363636363635,4,13,11,0.0,0.18333181818181818,0.9977352652299731,0.2295,0,0,0,0,0,0,0,0,113000,0,0,0,63000,0,131900,142200,0,Tunai,L,25.0,0,Rational Spender,2
BUDU00185,36954500,586579.3650793651,465600.0,2700000,63,480526.67985368235,0.4603174603174603,0.25396825396825395,0.1746031746031746,0.2222222222222222,0.30158730158730157,0.12698412698412698,10,42,12,0.031746031746031744,0.18646825396825398,0.8192014729135014,0.3167,5171000,3587700,9607400,1979200,0,5355300,0,0,4341700,818100,0,0,0,3131400,0,2099800,862900,Kartu Kredit,L,42.0,2,Emotional Spender,0
BUDU00186,257900,13573.684210526315,9900.0,39700,19,9640.87606123376,0.3157894736842105,0.21052631578947367,0.2631578947368421,0.21052631578947367,0.0,0.05263157894736842,5,14,11,0.0,0.17783157894736842,0.7102622922196256,0.1816,0,0,0,0,0,0,90500,0,26500,0,0,0,32600,0,26100,82200,0,Tunai,L,36.0,0,Rational Spender,2
BUDU00187,9044300,141317.1875,105600.0,521500,64,107872.42546680442,0.34375,0.203125,0.125,0.21875,0.0,0.109375,9,41,12,0.015625,0.117284375,0.763335496376224,0.1977,1739500,0,923600,663600,0,0,0,641600,3460600,0,460700,0,205600,0,587200,361900,0,Kartu Debit,L,43.0,2,Emotional Spender,0
BUDU00188,8486600,160124.5283018868,106500.0,606400,53,143936.76750795334,0.4339622641509434,0.18867924528301888,0.1320754716981132,0.1320754716981132,0.0,0.16981132075471697,8,32,12,0.0,0.15616603773584906,0.8989051773291455,0.234,1755400,0,569800,1655900,0,0,0,357500,2970400,0,0,0,638900,0,209100,329600,0,Kartu Debit,P,38.0,2,Emotional Spender,0
BUDU00189,1450200,48340.0,33150.0,173600,30,44431.01277882066,0.23333333333333334,0.1,0.13333333333333333,0.03333333333333333,0.0,0.13333333333333333,8,21,11,0.0,0.20712333333333335,0.9191355560368362,0.1317,0,0,127900,173600,0,0,128000,0,281000,0,151200,0,115600,0,238100,234800,0,Gopay,P,49.0,0,Rational Spender,2
BUDU00190,35027400,564958.0645161291,392250.0,3778500,62,586199.9246461985,0.2903225806451613,0.3225806451612903,0.16129032258064516,0.20967741935483872,0.1774193548387097,0.0967741935483871,10,40,12,0.0,0.2657048387096774,1.0375990032963995,0.2484,4931800,974100,3287300,3007000,0,3734900,0,0,7999000,1293500,0,0,0,7559900,0,999400,1240500,Kartu Kredit,P,41.0,2,Emotional Spender,0
BUDU00191,35889500,677160.3773584906,440300.0,3150000,53,611997.9321670769,0.39622641509433965,0.16981132075471697,0.07547169811320754,0.2830188679245283,0.2830188679245283,0.1509433962264151,10,37,12,0.018867924528301886,0.24939999999999998,0.9037710306595264,0.2689,8855500,1007400,3275200,4322900,0,3394500,0,0,2878700,218100,0,0,0,5085900,0,939800,5911500,Kartu Debit,P,36.0,2,Emotional Spender,0
BUDU00192,2074200,53184.61538461538,37700.0,188600,39,47037.300643445335,0.46153846153846156,0.15384615384615385,0.1794871794871795,0.23076923076923078,0.0,0.15384615384615385,6,28,11,0.0,0.1488948717948718,0.8844155457980755,0.2308,0,0,312800,0,0,0,0,0,554500,0,188600,0,225700,0,312500,480100,0,Tunai,P,27.0,2,Emotional Spender,0
BUDU00193,10771400,160767.16417910447,125600.0,539600,67,114971.77702172496,0.2537313432835821,0.23880597014925373,0.14925373134328357,0.14925373134328357,0.0,0.07462686567164178,9,43,12,0.0,0.10387014925373134,0.7151446479060821,0.1716,2321400,0,1011400,1191000,0,0,0,1035100,2850000,0,435400,0,283900,0,1024900,618300,0,Kartu Debit,L,41.0,2,Emotional Spender,0
BUDU00194,1670300,50615.15151515151,39800.0,197800,33,41531.991593921615,0.48484848484848486,0.12121212121212122,0.21212121212121213,0.2727272727272727,0.0,0.12121212121212122,7,22,11,0.0,0.06359090909090909,0.8205446462308648,0.2242,0,0,18100,0,0,0,104500,0,961200,0,59000,0,29600,0,145000,352900,0,Tunai,P,47.0,2,Emotional Spender,0
BUDU00195,1516400,58323.07692307692,35700.0,262500,26,58917.503733218764,0.34615384615384615,0.11538461538461539,0.23076923076923078,0.15384615384615385,0.0,0.15384615384615385,7,17,10,0.0,0.09826153846153847,1.0101919658821472,0.1788,0,0,139600,0,0,0,404800,0,248700,0,36200,0,48400,0,325900,312800,0,Tunai,P,36.0,0,Rational Spender,2
BUDU00196,8647700,196538.63636363635,129550.0,702200,44,162326.11049037817,0.36363636363636365,0.20454545454545456,0.1590909090909091,0.1590909090909091,0.0,0.18181818181818182,8,31,12,0.0,0.3640295454545454,0.8259246807332169,0.2159,1753800,0,1369200,812100,0,0,0,271200,2871900,0,0,0,130900,0,482300,956300,0,Gopay,P,42.0,2,Emotional Spender,0
BUDU00197,462097000,3165047.9452054794,2363200.0,15749900,146,2921998.790818962,0.4246575342465753,0.1780821917808219,0.14383561643835616,0.2054794520547945,0.8561643835616438,0.11643835616438356,10,65,12,0.04794520547945205,0.14675821917808218,0.9232083814860699,0.3908,37915100,45479700,39679100,27098300,42309700,12371800,0,0,0,21977600,0,27257900,0,97581300,0,0,110426500,Kartu Kredit,P,33.0,1,Impulsive Spender,1
BUDU00198,9978400,148931.3432835821,123300.0,503600,67,100229.31315156718,0.417910447761194,0.22388059701492538,0.2537313432835821,0.22388059701492538,0.0,0.04477611940298507,8,40,12,0.014925373134328358,0.15077611940298508,0.6729900566378378,0.2201,1664000,0,1548900,1047300,0,0,0,641800,1905200,0,0,0,74100,0,1327000,1770100,0,Ovo,P,31.0,2,Emotional Spender,0
BUDU00199,2440500,62576.92307692308,44500.0,217800,39,51638.10537893025,0.28205128205128205,0.07692307692307693,0.20512820512820512,0.1794871794871795,0.0,0.10256410256410256,7,24,12,0.0,0.2173282051282051,0.825194062601221,0.1372,0,0,264500,161500,0,0,573600,0,535800,0,0,0,267500,0,288400,349200,0,Tunai,P,41.0,0,Rational Spender,2
BUDU00200,500200,25010.0,20400.0,68000,20,19027.816203487047,0.3,0.15,0.2,0.25,0.0,0.1,5,16,9,0.0,0.24220999999999998,0.7608083248095581,0.165,0,0,0,0,0,0,42900,0,97100,0,0,0,159000,0,180800,20400,0,Tunai,P,43.0,0,Rational Spender,2
BUDU00201,9089300,162308.92857142858,127900.0,644700,56,114359.09834104423,0.3392857142857143,0.10714285714285714,0.125,0.23214285714285715,0.0,0.05357142857142857,9,31,11,0.0,0.058373214285714285,0.7045767558666208,0.1589,832500,0,920300,518300,0,0,0,739800,4042900,0,188600,0,500800,0,1015300,330800,0,Kartu Debit,L,40.0,2,Emotional Spender,0
BUDU00202,25903600,498146.1538461539,418900.0,1430100,52,328780.8033501709,0.4423076923076923,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.1346153846153846,0.057692307692307696,10,36,12,0.019230769230769232,0.13759230769230768,0.6600087159394403,0.2596,2880900,1430100,3102900,6448200,0,2692100,0,0,4288300,1440100,0,0,0,1063900,0,1668600,888500,Kartu Debit,L,43.0,2,Emotional Spender,0
BUDU00203,859000,40904.76190476191,31500.0,146000,21,33984.76829684846,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.0,0.047619047619047616,7,18,11,0.0,0.2882,0.8308266987588098,0.1333,0,0,49400,184200,0,0,86400,0,243800,0,0,0,38100,0,146600,110500,0,Gopay,L,28.0,0,Rational Spender,2
BUDU00204,11303100,168702.98507462686,134600.0,656900,67,135121.80696773948,0.2835820895522388,0.14925373134328357,0.22388059701492538,0.22388059701492538,0.0,0.08955223880597014,9,42,12,0.014925373134328358,0.2082223880597015,0.800944967914868,0.1575,2756200,0,2426800,1060900,0,0,0,472800,2531900,0,734900,0,152800,0,945600,221200,0,Ovo,P,34.0,2,Emotional Spender,0
BUDU00205,573500,31861.11111111111,21600.0,88900,18,24411.042315478964,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.0,0.1111111111111111,6,16,12,0.0,0.15421666666666667,0.7661704650019553,0.2333,0,0,0,0,0,0,52100,0,152000,0,21500,0,17500,0,220900,109500,0,Tunai,P,54.0,0,Rational Spender,2
BUDU00206,1076700,59816.666666666664,28050.0,174800,18,57037.61658662074,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,6,16,12,0.0,0.2802277777777778,0.9535405392023528,0.1944,0,0,112600,0,0,0,209000,0,396700,0,0,0,150700,0,147500,60200,0,Gopay,L,38.0,2,Emotional Spender,0
BUDU00207,180200,16381.818181818182,10200.0,37300,11,12273.289549409172,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,2,7,7,0.0,0.10294545454545455,0.749201914780804,0.2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89600,90600,0,Tunai,L,19.0,0,Rational Spender,2
BUDU00208,9508100,166808.77192982455,133400.0,735000,57,138861.81245178057,0.3508771929824561,0.21052631578947367,0.21052631578947367,0.14035087719298245,0.0,0.07017543859649122,9,39,12,0.0,0.21142280701754385,0.832461092095318,0.1965,2326800,0,1529900,403900,0,0,0,330000,2991400,0,88500,0,417500,0,1100600,319500,0,Ovo,L,30.0,2,Emotional Spender,0
BUDU00209,1038200,57677.77777777778,41700.0,312500,18,67302.43903941072,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.0,0.0,6,15,12,0.0,0.1912888888888889,1.1668694882579396,0.1306,0,0,0,0,0,0,312500,0,246300,0,69600,0,49600,0,178700,181500,0,Gopay,P,34.0,0,Rational Spender,2
BUDU00210,809500,38547.619047619046,25500.0,186000,21,40444.85899403803,0.23809523809523808,0.19047619047619047,0.0,0.42857142857142855,0.0,0.14285714285714285,5,17,8,0.0,0.34331904761904763,1.0492180838478058,0.1619,0,0,225100,0,0,0,0,0,190200,0,0,0,64400,0,218100,111700,0,Gopay,P,49.0,0,Rational Spender,2
BUDU00211,56615800,707697.5,457800.0,3900000,80,678398.5656807666,0.3625,0.25,0.125,0.2375,0.275,0.125,10,47,12,0.025,0.16601625,0.9585996356928865,0.2756,6535500,19184000,3178600,8123400,0,3875700,0,0,9306000,2477600,0,0,0,2782700,0,698400,453900,Kartu Kredit,P,43.0,2,Emotional Spender,0
